,station_id,name,lat,lon,address,nearby_distance,capacity,_ride_code_support,is_charging_station,rent_key,rent_phone,rent_transit_card,rent_credit_card
51,7059,Front St W / Blue Jays Way,43.643473,-79.390477,Front St W / Blue Jays Way,500.0,15,True,False,True,True,True,True
52,7061,Dalton Rd / Bloor St W,43.6662942,-79.4066433,Dalton Rd / Bloor St W,500.0,15,True,False,True,True,True,True
53,7062,University Ave / College St (West),43.659226,-79.390213,University Ave / College St (West),500.0,11,True,False,True,True,True,True
54,7063,Queen's Park / Bloor St W,43.668456,-79.393899,Queen's Park / Bloor St W,500.0,19,True,False,True,True,True,True
55,7064,51 Parliament St,43.65205,-79.362198,51 Parliament St,500.0,19,True,False,True,True,True,True
56,7065,Dundas St E / Parliament St,43.659575,-79.365769,Dundas St E / Parliament St,500.0,15,True,False,True,True,True,True
57,7066,Willcocks St / St. George St,43.662085,-79.397735,Willcocks St / St. George St,500.0,17,True,False,True,True,True,True
58,7067,Yonge St / Harbour St,43.643795,-79.375413,Yonge St / Harbour St,500.0,39,True,False,True,True,True,True
59,7068,Blantyre Park,43.68306889999999,-79.279682,163 Fallingbrook Rd,1609.34,23,True,False,True,True,True,True
60,7069,Queen St W / Spadina Ave,43.649147,-79.395504,Queen St W / Spadina Ave,500.0,11,True,False,True,True,True,True
61,7070,25 York St – Union Station South,43.643667,-79.380414,25 York St – Union Station South,500.0,11,True,False,True,True,True,True
62,7071,161 Bleecker St (South of Wellesley),43.666233,-79.373327,161 Bleecker St (South of Wellesley),500.0,23,True,False,True,True,True,True
63,7072,Fleet St / Bathurst St,43.636611,-79.400042,Fleet St / Bathurst St,500.0,23,True,False,True,True,True,True
64,7073,Spadina Ave / Fort York Blvd,43.640114,-79.393249,Spadina Ave / Fort York Blvd,500.0,23,True,False,True,True,True,True
65,7074,King St E / Church St,43.65003919999999,-79.3733541,St James Park,500.0,15,True,False,True,True,True,True
66,7075,Queens Quay W / Dan Leckie Way,43.636533,-79.395854,Queens Quay W / Dan Leckie Way,500.0,27,True,False,True,True,True,True
