station_id,name,lat,lon,address,capacity,ward_id,first_use
7096,Lower Don River Trail and Taylor Creek Trail,43.7027268,-79.33368089999999,425 Don Mills Rd,19,14,2018-01-02
7097,Riverdale Park North (Broadview Ave),43.671172,-79.354704,Riverdale Park North (Broadview Ave),15,14,2018-01-02
7099,Cherry St / Mill St,43.6513927,-79.35794659999999,Cherry St / Mill St,15,13,2018-01-02
7100,Dundas St E / Regent Park Blvd,43.660207,-79.361275,Dundas St E / Regent Park Blvd,27,13,2018-01-01
7101,Lower Sherbourne St / The Esplanade,43.648655,-79.367061,Lower Sherbourne St / The Esplanade,27,10,2018-01-01
7102,Nelson St / Duncan St,43.648711,-79.389728,Nelson St / Duncan St,31,10,2018-01-01
7103,Jimmie Simpson Park (Queen St E),43.6605603,-79.3437663,Jimmie Simpson Park (Queen St E),15,14,2018-01-01
7104,King St E / River St,43.65678478285314,-79.35627385059036,King St E / River St,15,13,2018-01-02
7105,Queen St E / Sackville St,43.6561111,-79.36138888888888,Queen St E / Sackville St,15,13,2018-01-02
7106,Mill St / Tannery Rd,43.652219,-79.354455,Mill St / Tannery Rd,27,13,2018-01-02
7107,Cherry St / Distillery Ln,43.650279,-79.356832,Cherry St / Distillery Ln,15,10,2018-01-01
7108,Front St E / Cherry St,43.652686,-79.358395,Front St E / Cherry St,15,13,2018-01-02
7109,Seaton St / Dundas St E - SMART,43.658777,-79.369596,Seaton St / Dundas St E,32,13,2018-01-01
7110,Queen St E / Berkeley St,43.6552778,-79.36583333333333,Queen St E / Berkeley St,15,13,2018-01-01
7111,King St W / Douro St,43.640885,-79.416379,King St W / Douro St,11,10,2018-01-01
7112,Liberty St / Fraser Ave Green P,43.637981,-79.424146,Liberty St / Fraser Ave Green P,19,10,2018-01-01
7114,Carlton St / Parliament St,43.664524,-79.36793,Carlton St / Parliament St,27,13,2018-01-01
7115,Howard St / Sherbourne St,43.6712581,-79.376367,Howard St / Sherbourne St,15,13,2018-01-01
7117,640 Bloor Street E,43.67468857448634,-79.36701962396272,640 Bloor Street East,19,11,2018-01-01
7118,King St W / Bay St (East Side),43.648575,-79.380042,King St W / Bay St (East Side),19,13,2018-01-01
7119,Sumach St / Carlton St (Riverdale Farm),43.665867,-79.362506,Sumach St / Carlton St (Riverdale Farm),14,13,2018-01-02
7120,Gerrard St E / River St,43.663993,-79.358534,Gerrard St E / River St,11,13,2018-01-02
7121,Jarvis St / Dundas St E,43.657266,-79.374756,Jarvis St / Dundas St E,27,13,2018-01-01
7122,Niagara St / Tecumseth St,43.641389,-79.404444,Niagara St / Tecumseth St,15,10,2018-01-01
7123,424 Wellington St W,43.643834,-79.396649,424 Wellington St W,15,10,2018-01-02
7124,Dundas St E / Broadview Ave,43.662365,-79.351104,Dundas St E / Broadview Ave,19,14,2018-01-02
7126,Yonge St / Yorkville Ave,43.671944,-79.387778,Yonge St / Yorkville Ave,17,11,2018-01-01
7127,Bay St / Scollard St,43.672152,-79.39018,Bay St / Scollard St,15,11,2018-01-01
7128,Yonge St / Aylmer Ave,43.675492,-79.388858,Yonge St / Aylmer Ave,15,11,2018-01-02
7129,Davenport Rd / Avenue Rd,43.674991,-79.396273,Davenport Rd / Avenue Rd,11,11,2018-01-01
7130,Davenport Rd / Bedford Rd,43.674446,-79.398331,Davenport Rd / Bedford Rd,15,11,2018-01-01
7131,Taddle Creek Park,43.66986,-79.398443,Taddle Creek Park,15,11,2018-01-02
7132,Kendal Ave / Spadina Rd,43.670318,-79.405181,Kendal Ave / Spadina Rd,9,11,2018-01-01
7133,Summerhill Subway Station,43.681944,-79.390556,Summerhill Station,11,11,2018-01-02
7135,Hanna Ave / Liberty St,43.63840090000001,-79.4197107,Hanna Ave / Liberty St,17,10,2018-01-01
7136,Queen St W / Close Ave,43.640634,-79.435841,Queen St W / Close Ave,23,4,2018-01-01
7137,Davenport Rd / Bathurst St,43.676667,-79.416111,Davenport Rd / Bathurst St,27,12,2018-01-10
7138,Davenport Rd / Christie St,43.675278,-79.423889,Davenport Rd / Christie St,27,12,2018-01-01
7139,Glen Edyth Dr / Davenport Rd,43.677778,-79.405556,Glen Edyth Dr / Davenport Rd,15,12,2018-01-02
7140,Macpherson Ave / Spadina Rd,43.675791,-79.40698,Macpherson Ave / Spadina Rd,15,12,2018-01-01
7141,Bridgman Ave / Kendal Ave,43.675556,-79.410278,Bridgeman Ave / Kendal Ave,15,12,2018-01-12
7142,Bridgman Ave / Bathurst St,43.674444,-79.414722,Bridgeman Ave / Bathurst St,14,12,2018-01-02
7143,Kendal Ave / Bernard Ave,43.671513,-79.408317,Kendal Ave / Bernard Ave,15,11,2018-01-02
7144,Palmerston Ave / Vermont Ave,43.671389,-79.416389,Palmerston Ave / Vermont Ave,15,11,2018-01-01
7146,Christie St / Benson Ave (Wychwood Barns),43.68,-79.42500000000001,Christie St / Benson Ave (Wychwood Barns),19,12,2018-01-01
7147,King St W / Fraser Ave,43.6394444,-79.42527777777778,King St W / Fraser Ave,15,10,2018-01-05
7148,King St W / Joe Shuster Way,43.639444,-79.423611,King St W / Joe Shuster Way,15,10,2018-01-01
7149,Yarmouth Rd / Christie St,43.67,-79.42083333333333,Yarmouth Rd / Christie St,11,11,2018-01-01
7150,Dufferin St / Sylvan Av (Dufferin Grove Park),43.6555556,-79.43361111111112,Dufferin St / Sylvan Av (Dufferin Grove Park),19,9,2018-01-02
7151,Essex St / Christie St - SMART,43.6686111,-79.42027777777778,Essex St / Christie St,19,11,2018-01-01
7152,Ossington Ave / Bloor St W,43.661705,-79.425734,Ossington Ave / Bloor St W,11,9,2018-01-01
7153,Bloor St W / Christie St,43.6638889,-79.41888888888889,Bloor St W / Christie St,19,11,2018-01-01
