station_id,name,lat,lon,address,capacity,ward_id,first_use
7000,Fort York  Blvd / Capreol Ct,43.639832,-79.395954,Fort York  Blvd / Capreol Ct,35,10,2018-01-01
7002,St. George St / Bloor St W,43.667333,-79.399429,St. George St / Bloor St W,19,11,2018-01-01
7003,Madison Ave / Bloor St W,43.667158,-79.402761,Madison Ave / Bloor St W,15,11,2018-01-01
7004,University Ave / Elm St,43.656518,-79.389099,University Ave / Elm St,11,11,2018-01-01
7005,King St W / York St,43.6480008,-79.383177,King St W / York St,23,10,2018-01-02
7006,Bay St / College St (East Side),43.660439,-79.385525,Bay St / College St (East Side),19,11,2018-01-01
7007,College St / Huron St,43.658148,-79.398167,College St / Huron St,19,11,2018-01-01
7008,Wellesley St W / Queen's Park Cres,43.663376,-79.392125,Wellesley St W / Queen's Park Cres,18,11,2018-01-01
7009,King St E / Jarvis St,43.650325,-79.372287,King St E / Jarvis St,25,13,2018-01-01
7010,King St W / Spadina Ave,43.645323,-79.395003,King St W / Spadina Ave,19,10,2018-01-02
7012,Elizabeth St / Edward St (Bus Terminal),43.656026,-79.385327,Elizabeth St / Edward St (Bus Terminal),15,11,2018-01-01
7015,King St W / Bay St (West Side),43.64852,-79.380576,King St W / Bay St (West Side),39,10,2018-01-01
7016,Bay St / Queens Quay W (Ferry Terminal),43.640978,-79.376785,Bay St / Queens Quay W (Ferry Terminal),35,10,2018-01-01
7018,Bremner Blvd / Rees St,43.641529,-79.386741,Bremner Blvd / Rees St,23,10,2018-01-01
7020,Phoebe St / Spadina Ave,43.650033,-79.396555,Phoebe St / Spadina Ave,33,10,2018-01-01
7021,Bay St / Albert St,43.653264,-79.382458,Bay St / Albert St,35,13,2018-01-01
7022,Simcoe St / Queen St W,43.65049,-79.3873,Simcoe St / Queen St W,39,10,2018-01-01
7023,College St / Borden St,43.6571,-79.4056,College St / Borden St,11,11,2018-01-01
7024,Dundonald St / Church St,43.66663,-79.38148,Dundonald St / Church St,36,13,2018-01-01
7025,Ted Rogers Way / Bloor St E,43.671293,-79.380471,Ted Rogers Way / Bloor St E,23,11,2018-01-01
7026,Bay St / St. Joseph St,43.665527,-79.387499,Bay St / St. Joseph St,15,13,2018-01-01
7027,Beverley  St / Dundas St W,43.652823,-79.393388,Beverley  St / Dundas St W,31,10,2018-01-01
7028,Gould St / Mutual St,43.6582,-79.3768,Gould St / Mutual St,29,13,2018-01-01
7029,Bay St / Bloor St W (East Side),43.66943,-79.38915,1199 Bay St,15,11,2018-01-01
7030,Bay St / Wellesley St W,43.664088,-79.387095,Bay St / Wellesley St W,51,11,2018-01-01
7031,Jarvis St / Isabella St,43.668991,-79.379385,Jarvis St / Isabella St,23,13,2018-01-01
7032,Augusta Ave / Dundas St W,43.652473,-79.401456,Augusta Ave / Dundas St W,15,11,2018-01-02
7033,Union Station,43.645609,-79.380386,Union Station,43,10,2018-01-01
7034,Church St / Bloor St E,43.671389,-79.382919,Church St / Bloor St E,15,11,2018-01-01
7035,Queen St W / Ossington Ave,43.643975,-79.419576,Queen St W / Ossington Ave,23,10,2018-01-02
7036,Trinity St /Front St E,43.651318,-79.36023,Trinity St / Front St E,19,13,2018-01-02
7037,Bathurst St / Dundas St W,43.6519501,-79.4060978,Bathurst St / Dundas St W,27,10,2018-01-01
7038,Dundas St W / Yonge St,43.656094,-79.381484,Dundas St W / Yonge St,31,13,2018-01-01
7039,Simcoe St / Michael Sweet Ave,43.652327224103,-79.3882538196087,Simcoe St / Michael Sweet Ave,19,10,2018-01-01
7040,Euclid Ave / Bloor St W,43.664467,-79.414783,Euclid Ave / Bloor St W,19,11,2018-01-01
7041,Edward St / Yonge St,43.656729,-79.382736,Edward St / Yonge St,23,11,2018-01-01
7042,Sherbourne St / Wellesley St E,43.6673,-79.374,Sherbourne St / Wellesley St E,31,13,2018-01-01
7043,Queens Quay W / Lower Simcoe St,43.63951,-79.383717,Queens Quay W / Lower Simcoe St,19,10,2018-01-01
7044,Church St / Alexander St,43.663722,-79.380288,Church St / Alexander St,15,13,2018-01-01
7045,Bond St / Queen St E,43.653236,-79.376716,Bond St / Queen St E,25,13,2018-01-01
7046,Niagara St / Richmond St W,43.64534,-79.409597,Niagara St / Richmond St W,26,10,2018-01-01
7047,University Ave / Gerrard St W (East Side),43.657763,-79.389165,University Ave / Gerrard St W,25,11,2018-01-01
7048,Front St W / Yonge St (Hockey Hall of Fame),43.646144,-79.377962,Front St W / Yonge St (Hockey Hall of Fame),47,10,2018-01-01
7050,Richmond St E / Jarvis St Green P,43.652634,-79.374222,Richmond St E / Jarvis St Green P,16,13,2018-01-01
7052,Wellington St W / Bay St,43.647259,-79.379878,Wellington St W / Bay St,27,10,2018-01-01
7053,Metro Hall Plaza,43.645859,-79.38783,Metro Hall Plaza,27,10,2018-01-02
7054,Navy Wharf Crt / Bremner Blvd,43.640722,-79.391051,Navy Wharf Ct. / Bremner Blvd.,11,10,2018-01-01
7055,Jarvis St / Carlton St,43.66207,-79.37617,Jarvis St / Carlton St,15,13,2018-01-01
7056,Parliament St / Gerrard St,43.662132,-79.3656796,Parliament St / Gerrard St,23,13,2018-01-01
7057,Simcoe St / Wellington St W South,43.6458569,-79.3853654,Simcoe St / Wellington St 1,27,10,2018-01-01
7058,Huron St / Harbord St,43.6637,-79.400053,Huron/ Harbord St,19,11,2018-01-02
7059,Front St W / Blue Jays Way,43.643473,-79.390477,Front St W / Blue Jays Way,15,10,2018-01-01
7061,Dalton Rd / Bloor St W,43.6662942,-79.4066433,Dalton Rd / Bloor St W,15,11,2018-01-01
7062,University Ave / College St (West),43.659226,-79.390213,University Ave / College St (West),11,11,2018-01-01
7063,Queen's Park / Bloor St W,43.668456,-79.393899,Queen's Park / Bloor St W,19,11,2018-01-01
7064,51 Parliament St,43.65205,-79.362198,51 Parliament St,19,13,2018-01-02
7065,Dundas St E / Parliament St,43.659575,-79.365769,Dundas St E / Parliament St,15,13,2018-01-02
7066,Willcocks St / St. George St,43.662085,-79.397735,Willcocks St / St. George St,17,11,2018-01-02
7067,Yonge St / Harbour St,43.643795,-79.375413,Yonge St / Harbour St,39,10,2018-01-01
7068,Blantyre Park,43.68306889999999,-79.279682,163 Fallingbrook Rd,23,20,2018-01-01
7069,Queen St W / Spadina Ave,43.649147,-79.395504,Queen St W / Spadina Ave,11,10,2018-01-01
7070,25 York St – Union Station South,43.643667,-79.380414,25 York St – Union Station South,11,10,2018-01-01
7071,161 Bleecker St (South of Wellesley),43.666233,-79.373327,161 Bleecker St (South of Wellesley),23,13,2018-01-02
7072,Fleet St / Bathurst St,43.636611,-79.400042,Fleet St / Bathurst St,23,10,2018-01-02
7073,Spadina Ave / Fort York Blvd,43.640114,-79.393249,Spadina Ave / Fort York Blvd,23,10,2018-01-01
7074,King St E / Church St,43.65003919999999,-79.3733541,St James Park,15,13,2018-01-02
7075,Queens Quay W / Dan Leckie Way,43.636533,-79.395854,Queens Quay W / Dan Leckie Way,27,10,2018-01-02
7076,York St / Queens Quay W,43.640132,-79.380464,York St / Queens Quay W,56,10,2018-01-02
7077,College Park South,43.659777,-79.382767,College Park South,19,11,2018-01-01
7078,College St / Major St,43.6576,-79.4032,College St / Major St,15,11,2018-01-01
7079,McGill St / Church St,43.660694,-79.379052,McGill St / Church St,19,13,2018-01-01
7083,Danforth Ave / Barrington Ave,43.688325,-79.300463,Danforth Ave / Barrington Ave,15,19,2018-01-18
7084,High Park - Grenadier Cafe,43.645599,-79.4657123,High Park - Grenadier Cafe,11,4,2018-01-02
7085,Danforth Ave / Westlake Ave,43.687323,-79.304848,Danforth Ave / Westlake Ave,15,19,2018-01-02
7087,Danforth Ave / Aldridge Ave,43.684758,-79.316767,Danforth Ave / Aldridge Ave,11,19,2018-01-02
7088,Danforth Ave / Coxwell Ave,43.683378,-79.322961,Danforth Ave / Coxwell Ave,15,19,2018-01-08
7089,Church St  / Wood St,43.662712,-79.379903,Church St / Wood St,19,13,2018-01-01
7090,Danforth Ave / Lamb Ave,43.681991,-79.329455,Danforth Ave / Lamb Ave,19,14,2018-01-08
7091,Donlands Subway Station,43.681114,-79.3373885,Donlands Station,15,14,2018-01-08
7092,Pape Subway Station (Green P),43.680223,-79.344062,Pape Subway Green P,15,14,2018-01-03
7093,Danforth Ave / Gough Ave,43.678401,-79.346289,Danforth Ave / Gough Ave,17,14,2018-01-01
7094,Chester Subway Station,43.6784834,-79.3513564,23 Chester Ave.,9,14,2018-01-02
7095,Danforth Ave / Ellerbeck St,43.677076,-79.35667,Danforth Ave / Ellerbeck St,14,14,2018-01-01
